,name,city,state,search_string,url,geocode,lat,lon
128,Grease Rag Ride & Wrench,Minneapolis,Minnesota,"Grease Rag Ride & Wrench, Minneapolis, Minnesota",https://www.bikecollectives.org/wiki/Grease_Rag_Ride_%26_Wrench,"(44.9733179, -93.2478553)",44.9733179,-93.2478553
129,The Bike Cave Collective,Duluth,Minnesota,"The Bike Cave Collective, Duluth, Minnesota","https://www.bikecollectives.org/wiki/The_Bike_Cave_Collective_(Duluth,_MN,_USA)","(46.8025501, -92.0749281)",46.8025501,-92.0749281
130,Re-Bike Project,Mankato,Minnesota,"Re-Bike Project, Mankato, Minnesota",https://www.bikecollectives.org/wiki/Re-Bike_Project,"(44.16301310000001, -94.0067589)",44.16301310000001,-94.0067589
131,Venture North,Minneapolis,Minnesota,"Venture North, Minneapolis, Minnesota",https://www.bikecollectives.org/wiki/Venture_North,"(44.9809123, -93.30434179999999)",44.9809123,-93.30434179999999
132,Tamales y bicletas,Minneapolis,Minnesota,"Tamales y bicletas, Minneapolis, Minnesota",https://www.bikecollectives.org/wiki/Tamales_y_bicletas,"(44.951287, -93.254111)",44.951287,-93.254111
133,816 Bicycle Collective,Kansas City,Missouri,"816 Bicycle Collective, Kansas City, Missouri",https://www.bikecollectives.org/wiki/816_Bicycle_Collective,"(39.0709343, -94.5779142)",39.0709343,-94.5779142
134,Bicycle Works,St. Louis,Missouri,"Bicycle Works, St. Louis, Missouri",https://www.bikecollectives.org/wiki/Bicycle_Works,"(38.6027957, -90.2093994)",38.6027957,-90.2093994
135,Revolve Community Bike Shop,"Kansas City, MO, USA",Missouri,"Revolve Community Bike Shop, Kansas City, MO, USA, Missouri","https://www.bikecollectives.org/wiki/Revolve_Community_Bike_Shop_(Kansas_City,_MO,_USA)","(39.0267541, -94.57349359999999)",39.0267541,-94.57349359999999
136,Bozeman Bike Kitchen,Bozeman,Montana,"Bozeman Bike Kitchen, Bozeman, Montana",https://www.bikecollectives.org/wiki/Bozeman_Bike_Kitchen,"(45.70048200000001, -111.0330857)",45.70048200000001,-111.0330857
137,Queen City Wheel House,Helena,Montana,"Queen City Wheel House, Helena, Montana",https://www.bikecollectives.org/wiki/Queen_City_Wheel_House,"(46.6044748, -112.0224523)",46.6044748,-112.0224523
138,Free Cycles Missoula,Missoula,Montana,"Free Cycles Missoula, Missoula, Montana",https://www.bikecollectives.org/wiki/Free_Cycles_Missoula,"(46.8691476, -114.0076172)",46.8691476,-114.0076172
139,Community Bike Project Omaha,Omaha,Nebraska,"Community Bike Project Omaha, Omaha, Nebraska",https://www.bikecollectives.org/wiki/Community_Bike_Project_Omaha,"(41.2643738, -95.9613732)",41.2643738,-95.9613732
140,Lincoln Bike Kitchen,Lincoln,Nebraska,"Lincoln Bike Kitchen, Lincoln, Nebraska",https://www.bikecollectives.org/wiki/Lincoln_Bike_Kitchen,"(40.7971215, -96.7209599)",40.7971215,-96.7209599
141,Reno Bike Project,Reno,Nevada,"Reno Bike Project, Reno, Nevada",https://www.bikecollectives.org/wiki/Reno_Bike_Project,"(39.500622, -119.795569)",39.500622,-119.795569
142,QC Bike Collective,Manchester,New Hampshire,"QC Bike Collective, Manchester, New Hampshire",https://www.bikecollectives.org/wiki/QC_Bike_Collective,"(42.9749722, -71.4628068)",42.9749722,-71.4628068
143,New Brunswick Bike Exchange,New Brunswick,New Jersey,"New Brunswick Bike Exchange, New Brunswick, New Jersey",https://www.bikecollectives.org/w/index.php?title=New_Brunswick_Bike_Exchange&action=edit&redlink=1,"(40.4829764, -74.459203)",40.4829764,-74.459203
144,The CycLAB,Princeton,New Jersey,"The CycLAB, Princeton, New Jersey",https://www.bikecollectives.org/wiki/The_CycLAB,"(40.3485017, -74.6627164)",40.3485017,-74.6627164
145,Brick City Bike Collective,Newark,New Jersey,"Brick City Bike Collective, Newark, New Jersey",https://www.bikecollectives.org/wiki/Brick_City_Bike_Collective,"(40.728895, -74.1781479)",40.728895,-74.1781479
146,Second Life Bikes,Asbury Park,New Jersey,"Second Life Bikes, Asbury Park, New Jersey",https://www.bikecollectives.org/wiki/Second_Life_Bikes,"(40.2149309, -74.0142983)",40.2149309,-74.0142983
147,Chainbreaker Collective,Santa Fe,New Mexico,"Chainbreaker Collective, Santa Fe, New Mexico",https://www.bikecollectives.org/wiki/Chainbreaker_Collective,"(35.6639656, -105.9713245)",35.6639656,-105.9713245
148,The Bike Works,Silver City,New Mexico,"The Bike Works, Silver City, New Mexico",https://www.bikecollectives.org/wiki/The_Bike_Works,"(32.7752052, -108.2759089)",32.7752052,-108.2759089
149,Esperanza Bicycle Safety Education Center,Albuquerque,New Mexico,"Esperanza Bicycle Safety Education Center, Albuquerque, New Mexico",https://www.bikecollectives.org/wiki/Esperanza_Bicycle_Safety_Education_Center,"(35.0832366, -106.7003834)",35.0832366,-106.7003834
150,New York Mechanical Gardens Bike Coop,Brooklyn,New York,"New York Mechanical Gardens Bike Coop, Brooklyn, New York",https://www.bikecollectives.org/wiki/New_York_Mechanical_Gardens_Bike_Coop,"(40.7112735, -73.9427379)",40.7112735,-73.9427379
151,Recycle-A-Bicycle DUMBO training center,Brooklyn,New York,"Recycle-A-Bicycle DUMBO training center, Brooklyn, New York",https://www.bikecollectives.org/wiki/Recycle-A-Bicycle,"(40.6833463, -73.9670154)",40.6833463,-73.9670154
152,GObike,Buffalo,New York,"GObike, Buffalo, New York",https://www.bikecollectives.org/wiki/GObike,"(42.94414039999999, -78.8572843)",42.94414039999999,-78.8572843
153,SUNY Cortland Community Bike Project,Cortland,New York,"SUNY Cortland Community Bike Project, Cortland, New York",https://www.bikecollectives.org/wiki/SUNY_Cortland_Community_Bike_Project,"(42.599001, -76.187797)",42.599001,-76.187797
154,Recycle Ithaca's Bicycles,Ithaca,New York,"Recycle Ithaca's Bicycles, Ithaca, New York",https://www.bikecollectives.org/wiki/Recycle_Ithaca%27s_Bicycles,"(42.4412149, -76.5082519)",42.4412149,-76.5082519
155,Brookhaven Bicycle Co-op,Manorville,New York,"Brookhaven Bicycle Co-op, Manorville, New York",https://www.bikecollectives.org/wiki/Brookhaven_Bicycle_Co-op,"(40.9131259, -72.87874169999999)",40.9131259,-72.87874169999999
156,Recycle-A-Bicycle Youth Program,New York City,New York,"Recycle-A-Bicycle Youth Program, New York City, New York",https://www.bikecollectives.org/wiki/Recycle-A-Bicycle,"(40.6833463, -73.9670154)",40.6833463,-73.9670154
157,Time's Up! Bike Co-op,New York City,New York,"Time's Up! Bike Co-op, New York City, New York",https://www.bikecollectives.org/wiki/Time%27s_Up!_Bike_Co-op,"(40.71089790000001, -73.9645575)",40.71089790000001,-73.9645575
158,R Community Bikes,Rochester,New York,"R Community Bikes, Rochester, New York",https://www.bikecollectives.org/wiki/R_Community_Bikes,"(43.1679067, -77.6016669)",43.1679067,-77.6016669
159,Bikeatoga Workshop,Saratoga Springs,New York,"Bikeatoga Workshop, Saratoga Springs, New York",https://www.bikecollectives.org/wiki/Bikeatoga_Workshop,"(43.07655020000001, -73.7869375)",43.07655020000001,-73.7869375
160,Electric City Bike Rescue,Schenectady,New York,"Electric City Bike Rescue, Schenectady, New York",https://www.bikecollectives.org/wiki/Electric_City_Bike_Rescue,"(42.7870036, -73.9198926)",42.7870036,-73.9198926
161,Brookhaven Bicycle Co-op,St. James,New York,"Brookhaven Bicycle Co-op, St. James, New York",https://www.bikecollectives.org/wiki/Brookhaven_Bicycle_Co-op,"(40.88146589999999, -73.1575012)",40.88146589999999,-73.1575012
162,Troy Bike Rescue,Troy and Albany,New York,"Troy Bike Rescue, Troy and Albany, New York",https://www.bikecollectives.org/wiki/Troy_Bike_Rescue,"(42.7516127, -73.68097139999999)",42.7516127,-73.68097139999999
163,Utica Bike Rescue,Utica,New York,"Utica Bike Rescue, Utica, New York",https://www.bikecollectives.org/wiki/Utica_Bike_Rescue,"(43.100774, -75.2340959)",43.100774,-75.2340959
164,Asheville ReCyclery,Asheville,North Carolina,"Asheville ReCyclery, Asheville, North Carolina",https://www.bikecollectives.org/wiki/Asheville_ReCyclery,"(35.5917175, -82.5504764)",35.5917175,-82.5504764
165,The ReCYCLEry,Carrboro,North Carolina,"The ReCYCLEry, Carrboro, North Carolina",https://www.bikecollectives.org/wiki/The_ReCYCLEry,"(35.9106757, -79.0643511)",35.9106757,-79.0643511
166,ReCyclery,Charlotte,North Carolina,"ReCyclery, Charlotte, North Carolina","https://www.bikecollectives.org/wiki/ReCyclery_(Charlotte,_NC,_USA)","(35.2324569, -80.825489)",35.2324569,-80.825489
167,Durham Bike Co-op,Durham,North Carolina,"Durham Bike Co-op, Durham, North Carolina",https://www.bikecollectives.org/wiki/Durham_Bike_Co-op,"(36.0152537, -78.8938016)",36.0152537,-78.8938016
168,The Pedal Factory,Salisbury,North Carolina,"The Pedal Factory, Salisbury, North Carolina",https://www.bikecollectives.org/wiki/The_Pedal_Factory,"(35.6661794, -80.4664439)",35.6661794,-80.4664439
169,Summit Cycling Center,Akron,Ohio,"Summit Cycling Center, Akron, Ohio",https://www.bikecollectives.org/wiki/Summit_Cycling_Center,"(41.07999780000001, -81.52117980000001)",41.07999780000001,-81.52117980000001
170,Athens Bicycle Co-operative,Athens,Ohio,"Athens Bicycle Co-operative, Athens, Ohio",https://www.bikecollectives.org/wiki/Athens_Bicycle_Co-operative,"(39.3292085, -82.1050887)",39.3292085,-82.1050887
171,Mobo Bicycle Co-op,Cincinnati,Ohio,"Mobo Bicycle Co-op, Cincinnati, Ohio",https://www.bikecollectives.org/wiki/Mobo_Bicycle_Co-op,"(39.1612139, -84.5346917)",39.1612139,-84.5346917
172,Bike Kitchen,University of Cincinnati,Ohio,"Bike Kitchen, University of Cincinnati, Ohio",https://www.bikecollectives.org/wiki/Bike_Kitchen,"(39.1319279, -84.5132756)",39.1319279,-84.5132756
173,Ohio City Bicycle Co-op,Cleveland,Ohio,"Ohio City Bicycle Co-op, Cleveland, Ohio",https://www.bikecollectives.org/wiki/Ohio_City_Bicycle_Co-op,"(41.4893554, -81.7024898)",41.4893554,-81.7024898
174,Cycleworks,Columbus,Ohio,"Cycleworks, Columbus, Ohio",https://www.bikecollectives.org/wiki/Cycleworks,"(39.9591088, -83.02452339999999)",39.9591088,-83.02452339999999
175,Third Hand Bicycle Cooperative,Columbus,Ohio,"Third Hand Bicycle Cooperative, Columbus, Ohio",https://www.bikecollectives.org/wiki/Third_Hand_Bicycle_Cooperative,"(39.98590129999999, -82.9785687)",39.98590129999999,-82.9785687
176,BicyclesforAll,Dayton,Ohio,"BicyclesforAll, Dayton, Ohio",https://www.bikecollectives.org/wiki/BicyclesforAll,"(39.7562229, -84.1875561)",39.7562229,-84.1875561
177,Elyria Bicycle Education Center,Elyria,Ohio,"Elyria Bicycle Education Center, Elyria, Ohio",https://www.bikecollectives.org/wiki/Elyria_Bicycle_Education_Center,"(41.3634216, -82.10764189999999)",41.3634216,-82.10764189999999
178,Oberlin Bike Co-op,Oberlin,Ohio,"Oberlin Bike Co-op, Oberlin, Ohio",https://www.bikecollectives.org/wiki/Oberlin_Bike_Co-op,"(41.2959, -82.2179609)",41.2959,-82.2179609
179,Toledo Bikes,Toledo,Ohio,"Toledo Bikes, Toledo, Ohio",https://www.bikecollectives.org/w/index.php?title=Toledo_Bikes&action=edit&redlink=1,"(41.6508618, -83.545099)",41.6508618,-83.545099
180,Bike Farm,Portland,Oregon,"Bike Farm, Portland, Oregon",https://www.bikecollectives.org/wiki/Bike_Farm,"(45.5360689, -122.6643701)",45.5360689,-122.6643701
181,Bikes4Humanity,Portland,Oregon,"Bikes4Humanity, Portland, Oregon",https://www.bikecollectives.org/w/index.php?title=Bikes4Humanity&action=edit&redlink=1,"(45.4966161, -122.6303426)",45.4966161,-122.6303426
182,Community Cycling Center,Portland,Oregon,"Community Cycling Center, Portland, Oregon",https://www.bikecollectives.org/wiki/Community_Cycling_Center,"(45.55900399999999, -122.6477029)",45.55900399999999,-122.6477029
183,City Bikes Repair Shop,Portland,Oregon,"City Bikes Repair Shop, Portland, Oregon",https://www.bikecollectives.org/wiki/City_Bikes_Repair_Shop,"(45.52205350000001, -122.6461316)",45.52205350000001,-122.6461316
184,North Portland Bikeworks,Portland,Oregon,"North Portland Bikeworks, Portland, Oregon",https://www.bikecollectives.org/wiki/North_Portland_Bikeworks,"(45.5625379, -122.674188)",45.5625379,-122.674188
185,Corvallis Bicycle Collective,Corvallis,Oregon,"Corvallis Bicycle Collective, Corvallis, Oregon",https://www.bikecollectives.org/wiki/Corvallis_Bicycle_Collective,"(44.572384, -123.26623)",44.572384,-123.26623
186,Frans Pauwels Memorial Community Bicycle Center,Aloha,Oregon,"Frans Pauwels Memorial Community Bicycle Center, Aloha, Oregon",https://www.bikecollectives.org/wiki/Frans_Pauwels_Memorial_Community_Bicycle_Center,"(45.4942838, -122.8670454)",45.4942838,-122.8670454
187,Rosewood Initiative,Portland,Oregon,"Rosewood Initiative, Portland, Oregon",https://www.bikecollectives.org/wiki/Rosewood_Initiative,"(45.5184586, -122.4971583)",45.5184586,-122.4971583
188,Front Street Community Bike Works,Coos Bay,Oregon,"Front Street Community Bike Works, Coos Bay, Oregon",https://www.bikecollectives.org/wiki/Front_Street_Community_Bike_Works,"(43.3726137, -124.21163)",43.3726137,-124.21163
189,Waldport Green Bikes,Waldport,Oregon,"Waldport Green Bikes, Waldport, Oregon",https://www.bikecollectives.org/w/index.php?title=Waldport_Green_Bikes&action=edit&redlink=1,"(44.42581939999999, -124.0671391)",44.42581939999999,-124.0671391
190,Bethlehem Bicycle Cooperative is a project of Car Free CAT-Coalition for Appropriate Transportation,Bethlehem,Pennsylvania,"Bethlehem Bicycle Cooperative is a project of Car Free CAT-Coalition for Appropriate Transportation, Bethlehem, Pennsylvania",https://www.bikecollectives.org/wiki/Bethlehem_Bicycle_Cooperative,"(40.623453, -75.412699)",40.623453,-75.412699
191,Coatesville Community Bike Works,Coatesville,Pennsylvania,"Coatesville Community Bike Works, Coatesville, Pennsylvania",https://www.bikecollectives.org/wiki/Coatesville_Community_Bike_Works,"(40.0069509, -75.9139616)",40.0069509,-75.9139616
192,Free Ride,Pittsburgh,Pennsylvania,"Free Ride, Pittsburgh, Pennsylvania",https://www.bikecollectives.org/wiki/Free_Ride,"(40.4502316, -79.8985398)",40.4502316,-79.8985398
193,Neighborhood Bike Works,Philadelphia,Pennsylvania,"Neighborhood Bike Works, Philadelphia, Pennsylvania",https://www.bikecollectives.org/wiki/Neighborhood_Bike_Works,"(39.9626774, -75.20097830000002)",39.9626774,-75.20097830000002
194,The Bike Salon,North Philadelphia,Pennsylvania,"The Bike Salon, North Philadelphia, Pennsylvania","https://www.bikecollectives.org/wiki/The_Bike_Salon_(Philadelphia,_PA,_USA)","(39.9264291, -75.1668703)",39.9264291,-75.1668703
195,Bike & Build,Manayunk,Pennsylvania,"Bike & Build, Manayunk, Pennsylvania",https://www.bikecollectives.org/wiki/Bike_%26_Build,"(40.023506, -75.21962800000001)",40.023506,-75.21962800000001
196,Recycle Bicycle Harrisburg,Harrisburg,Pennsylvania,"Recycle Bicycle Harrisburg, Harrisburg, Pennsylvania",https://www.bikecollectives.org/wiki/Recycle_Bicycle_Harrisburg,"(40.26650100000001, -76.8632891)",40.26650100000001,-76.8632891
197,The Common Wheel,Lancaster,Pennsylvania,"The Common Wheel, Lancaster, Pennsylvania",https://www.bikecollectives.org/wiki/The_Common_Wheel,"(40.043357, -76.3070317)",40.043357,-76.3070317
198,Community Bike Works,Allentown,Pennsylvania,"Community Bike Works, Allentown, Pennsylvania",https://www.bikecollectives.org/wiki/Community_Bike_Works,"(40.6025187, -75.48649689999999)",40.6025187,-75.48649689999999
199,Recycle-A-Bike,Providence,Rhode Island,"Recycle-A-Bike, Providence, Rhode Island",https://www.bikecollectives.org/wiki/Recycle-A-Bike,"(41.8168661, -71.44197249999999)",41.8168661,-71.44197249999999
200,Woonasquatucket River Watershed Council - Red Shed Bike Shop,Providence,Rhode Island,"Woonasquatucket River Watershed Council - Red Shed Bike Shop, Providence, Rhode Island",https://www.bikecollectives.org/wiki/Woonasquatucket_River_Watershed_Council,"(41.8200131, -71.449248)",41.8200131,-71.449248
201,Second Chance Bikes,Charleston,South Carolina,"Second Chance Bikes, Charleston, South Carolina",https://www.bikecollectives.org/w/index.php?title=Second_Chance_Bikes&action=edit&redlink=1,"(32.8734178, -79.96825729999999)",32.8734178,-79.96825729999999
202,Hub Cycle,Spartanburg,South Carolina,"Hub Cycle, Spartanburg, South Carolina",https://www.bikecollectives.org/wiki/Hub_Cycle,"(34.9397021, -81.9283609)",34.9397021,-81.9283609
203,Geared to Empower,Sioux Falls,South Dakota,"Geared to Empower, Sioux Falls, South Dakota",https://www.bikecollectives.org/w/index.php?title=Geared_to_Empower&action=edit&redlink=1,"(43.54724059999999, -96.70228709999999)",43.54724059999999,-96.70228709999999
204,makeSPACE,Spearfish,South Dakota,"makeSPACE, Spearfish, South Dakota",,"(44.48991700000001, -103.865927)",44.48991700000001,-103.865927
205,Revolutions Community Bicycle Shop,Memphis,Tennessee,"Revolutions Community Bicycle Shop, Memphis, Tennessee",https://www.bikecollectives.org/wiki/Revolutions_Community_Bicycle_Shop,"(35.1187938, -89.99086419999999)",35.1187938,-89.99086419999999
206,KickStand Bicycle Collective,Knoxville,Tennessee,"KickStand Bicycle Collective, Knoxville, Tennessee",https://www.bikecollectives.org/wiki/KickStand_Bicycle_Collective,"(35.9859658, -83.92208819999999)",35.9859658,-83.92208819999999
207,Austin Yellow Bike Project,Austin,Texas,"Austin Yellow Bike Project, Austin, Texas",https://www.bikecollectives.org/wiki/Austin_Yellow_Bike_Project,"(30.2789144, -97.6843619)",30.2789144,-97.6843619
208,Bike Friendly South Dallas WeCycle Center,Dallas,Texas,"Bike Friendly South Dallas WeCycle Center, Dallas, Texas",https://www.bikecollectives.org/wiki/Bike_Friendly_South_Dallas_WeCycle_Center,"(32.763712, -96.7806236)",32.763712,-96.7806236
209,The Bike Cave,San Marcos,Texas,"The Bike Cave, San Marcos, Texas","https://www.bikecollectives.org/wiki/The_Bike_Cave_(San_Marcos,_TX,_USA)","(29.8912253, -97.9391442)",29.8912253,-97.9391442
210,San Antonio Bicycle Co-op,San Antonio,Texas,"San Antonio Bicycle Co-op, San Antonio, Texas",https://www.bikecollectives.org/wiki/San_Antonio_Bicycle_Co-op,"(29.4200033, -98.47604)",29.4200033,-98.47604
211,Aggie Blue Bikes,Logan,Utah,"Aggie Blue Bikes, Logan, Utah",https://www.bikecollectives.org/wiki/Aggie_Blue_Bikes,"(41.7440977, -111.8132583)",41.7440977,-111.8132583
212,Ogden Bicycle Collective,Ogden,Utah,"Ogden Bicycle Collective, Ogden, Utah",https://www.bikecollectives.org/wiki/Ogden_Bicycle_Collective,"(41.2145021, -111.9555328)",41.2145021,-111.9555328
213,Provo Bicycle Collective,Provo,Utah,"Provo Bicycle Collective, Provo, Utah",https://www.bikecollectives.org/wiki/Provo_Bicycle_Collective,"(40.2365776, -111.6519092)",40.2365776,-111.6519092
214,Salt Lake City Bicycle Collective,Salt Lake City,Utah,"Salt Lake City Bicycle Collective, Salt Lake City, Utah",https://www.bikecollectives.org/wiki/Salt_Lake_City_Bicycle_Collective,"(40.7205456, -111.8943042)",40.7205456,-111.8943042
215,UoU Bicycle Collective,Salt Lake City,Utah,"UoU Bicycle Collective, Salt Lake City, Utah",https://www.bikecollectives.org/wiki/UoU_Bicycle_Collective,"(40.7205456, -111.8943042)",40.7205456,-111.8943042
216,St. George Bicycle Collective,St. George,Utah,"St. George Bicycle Collective, St. George, Utah",https://www.bikecollectives.org/wiki/St._George_Bicycle_Collective,"(37.1075618, -113.5927751)",37.1075618,-113.5927751
217,BF Community Bike Project,Bellows Falls,Vermont,"BF Community Bike Project, Bellows Falls, Vermont",https://www.bikecollectives.org/w/index.php?title=BF_Community_Bike_Project&action=edit&redlink=1,"(43.1311957, -72.4484386)",43.1311957,-72.4484386
218,Bike Recycle Vermont,Burlington,Vermont,"Bike Recycle Vermont, Burlington, Vermont",https://www.bikecollectives.org/wiki/Bike_Recycle_Vermont,"(44.4888628, -73.2073595)",44.4888628,-73.2073595
219,Old Spokes Home,Burlington,Vermont,"Old Spokes Home, Burlington, Vermont",https://www.bikecollectives.org/wiki/Old_Spokes_Home,"(44.4888628, -73.2073595)",44.4888628,-73.2073595
220,Freeride Montpelier,Montpelier,Vermont,"Freeride Montpelier, Montpelier, Vermont",https://www.bikecollectives.org/wiki/Freeride_Montpelier,"(44.2562356, -72.57395460000001)",44.2562356,-72.57395460000001
221,Charlottesville Community Bikes,Charlottesville,Virginia,"Charlottesville Community Bikes, Charlottesville, Virginia",https://www.bikecollectives.org/wiki/Charlottesville_Community_Bikes,"(38.0384137, -78.4897122)",38.0384137,-78.4897122
222,Phoenix Bikes,Arlington,Virginia,"Phoenix Bikes, Arlington, Virginia",https://www.bikecollectives.org/wiki/Phoenix_Bikes,"(38.856241, -77.11215539999999)",38.856241,-77.11215539999999
223,Rags & Bones,Richmond,Virginia,"Rags & Bones, Richmond, Virginia",https://www.bikecollectives.orghttp://ragandbonesrva.org/,"(37.5634263, -77.4401668)",37.5634263,-77.4401668
224,VéloCity Bicycle Cooperative,Alexandria,Virginia,"VéloCity Bicycle Cooperative, Alexandria, Virginia",https://www.bikecollectives.org/wiki/V%C3%A9loCity_Bicycle_Cooperative,"(38.8253342, -77.05829849999999)",38.8253342,-77.05829849999999
225,The Hub Community Bike Cooperative,Bellingham,Washington,"The Hub Community Bike Cooperative, Bellingham, Washington",https://www.bikecollectives.org/wiki/The_Hub,"(48.7544208, -122.4740563)",48.7544208,-122.4740563
226,The Evergreen Bike Shop,Olympia,Washington,"The Evergreen Bike Shop, Olympia, Washington",https://www.bikecollectives.org/wiki/The_Evergreen_Bike_Shop,"(47.0734439, -122.9758327)",47.0734439,-122.9758327
227,The Community Build-a-Bike Project,Olympia,Washington,"The Community Build-a-Bike Project, Olympia, Washington",https://www.bikecollectives.org/wiki/Community_Build-a-Bike_Project,"(47.0327861, -122.8652666)",47.0327861,-122.8652666
228,Bike Works,Seattle,Washington,"Bike Works, Seattle, Washington",https://www.bikecollectives.org/wiki/Bike_Works_(Seattle),"(47.557674, -122.2857436)",47.557674,-122.2857436
229,The Bikery,Seattle,Washington,"The Bikery, Seattle, Washington","https://www.bikecollectives.org/wiki/Bikery_(Seattle,_WA,_USA)","(47.5947779, -122.3095662)",47.5947779,-122.3095662
230,The Bike Shack,Seattle,Washington,"The Bike Shack, Seattle, Washington",https://www.bikecollectives.org/wiki/The_Bike_Shack,"(47.7027684, -122.3008652)",47.7027684,-122.3008652
231,The Recyclery,Port Townsend,Washington,"The Recyclery, Port Townsend, Washington","https://www.bikecollectives.org/wiki/Recyclery_(Port_Townsend,_WA,_USA)","(48.1143386, -122.7742254)",48.1143386,-122.7742254
232,2nd Cycle,Tacoma,Washington,"2nd Cycle, Tacoma, Washington",https://www.bikecollectives.org/wiki/2nd_Cycle,"(47.2507457, -122.4512028)",47.2507457,-122.4512028
233,Bike Clark County,Vancouver,Washington,"Bike Clark County, Vancouver, Washington",https://www.bikecollectives.org/wiki/Bike_Clark_County,"(45.63367059999999, -122.6716785)",45.63367059999999,-122.6716785
234,The Bike House,,Washington D.C.,"The Bike House, , Washington D.C.",https://www.bikecollectives.org/wiki/The_Bike_House,"(38.9416966, -77.0276031)",38.9416966,-77.0276031
235,Gearin' Up Bicycles,,Washington D.C.,"Gearin' Up Bicycles, , Washington D.C.",https://www.bikecollectives.org/wiki/Gearin%27_Up_Bicycles,"(38.9279587, -76.9776997)",38.9279587,-76.9776997
236,Positive Spin,Morgantown,West Virginia,"Positive Spin, Morgantown, West Virginia",https://www.bikecollectives.org/wiki/Positive_Spin,"(39.6297247, -79.95813629999999)",39.6297247,-79.95813629999999
237,Spokes4Folks,Charleston,West Virginia,"Spokes4Folks, Charleston, West Virginia",https://www.bikecollectives.org/wiki/Spokes4Folks,"(38.3498195, -81.6326234)",38.3498195,-81.6326234
238,Sunshine Community Bikes,Ashland,Wisconsin,"Sunshine Community Bikes, Ashland, Wisconsin",https://www.bikecollectives.org/wiki/Sunshine_Community_Bikes,"(46.5780822, -90.8736156)",46.5780822,-90.8736156
239,Wheels for Winners,Madison,Wisconsin,"Wheels for Winners, Madison, Wisconsin",https://www.bikecollectives.org/wiki/Wheels_for_Winners,"(43.0940234, -89.34053879999999)",43.0940234,-89.34053879999999
240,Milwaukee Bicycle Collective,Milwaukee,Wisconsin,"Milwaukee Bicycle Collective, Milwaukee, Wisconsin",https://www.bikecollectives.org/wiki/Milwaukee_Bicycle_Collective,"(43.0363102, -87.9512201)",43.0363102,-87.9512201
241,Vulture Space,Milwaukee,Wisconsin,"Vulture Space, Milwaukee, Wisconsin",https://www.bikecollectives.org/w/index.php?title=Vulture_Space&action=edit&redlink=1,"(43.038192, -87.9113898)",43.038192,-87.9113898
242,The Freewheel Collective,Madison,Wisconsin,"The Freewheel Collective, Madison, Wisconsin",https://www.bikecollectives.org/wiki/The_Freewheel_Collective,"(43.0737083, -89.3809543)",43.0737083,-89.3809543
